region,store_id,category,product,week,units_sold,revenue,revenue_last_year
Central,133,Apparel,Socks,22,68,719.44,667.82
East,107,Home,Towel,45,107,2761.67,3830.17
Central,134,Electronics,Earbuds,52,146,13010.06,9514.31
Central,116,Home,Lamp,20,123,7903.98,8463.32
Central,138,Home,Cushion,36,131,4033.49,4242.74
South,128,Home,Towel,12,62,5428.72,6458.01
Central,119,Home,Mug,52,97,5551.31,5911.65
North,126,Apparel,Socks,34,103,2269.09,3134.52
West,127,Apparel,T-Shirt,37,134,7218.58,6076.18
North,119,Home,Towel,17,51,4786.35,4520.2
East,107,Electronics,Speaker,8,199,4875.5,3729.31
Central,111,Apparel,T-Shirt,16,128,849.92,790.37
South,128,Electronics,Charger,4,39,3989.7,2843.86
South,125,Home,Lamp,45,187,15921.18,20804.44
East,120,Apparel,T-Shirt,16,158,3009.9,2802.08
North,136,Apparel,Jeans,9,125,3248.75,3099.55
South,113,Home,Lamp,50,52,4545.32,4050.06
Central,116,Home,Cushion,19,155,10963.15,13161.64
West,108,Apparel,Socks,12,131,14368.08,19364.61
South,135,Home,Cushion,8,186,1567.98,2020.07
Central,132,Electronics,Speaker,7,50,965.5,1348.43
West,116,Home,Towel,11,96,10371.84,11314.52
North,107,Home,Towel,46,153,832.32,587.59
East,101,Home,Towel,26,194,15329.88,15102.89
North,140,Apparel,Jacket,28,135,6804.0,5988.08
Central,133,Electronics,Webcam,6,181,9205.66,8018.71
North,122,Electronics,Speaker,20,121,12896.18,16555.18
West,115,Apparel,Jeans,27,194,22104.36,18607.27
South,111,Apparel,Jacket,17,77,4047.12,4395.67
North,121,Home,Towel,21,130,2427.1,2449.01
West,130,Electronics,Speaker,32,153,1136.79,843.14
East,121,Electronics,Charger,19,33,1881.66,2215.33
West,108,Home,Lamp,39,141,3343.11,3865.56
Central,104,Apparel,T-Shirt,32,199,8350.04,8274.08
East,128,Home,Cushion,30,18,1689.3,1284.54
North,133,Apparel,Jacket,4,144,7022.88,7131.59
South,134,Apparel,T-Shirt,21,167,11250.79,15390.85
West,103,Electronics,Webcam,8,37,3984.16,4267.63
South,110,Home,Lamp,26,163,7584.39,9445.65
Central,113,Apparel,Socks,14,46,3888.38,4165.79
South,134,Apparel,Socks,10,162,4693.14,4026.28
North,115,Home,Mug,29,169,3861.65,3997.46
West,113,Home,Mug,11,89,968.32,739.14
South,116,Apparel,T-Shirt,4,79,4751.85,6283.69
East,125,Electronics,Charger,35,109,7972.26,8507.1
South,111,Home,Cushion,10,133,3845.03,3582.13
Central,110,Apparel,Jeans,13,23,1465.1,1736.52
Central,117,Home,Towel,29,82,2412.44,1760.5
East,123,Electronics,Webcam,46,74,2581.12,2165.75
East,130,Electronics,Charger,15,10,1021.0,892.04
South,115,Apparel,Socks,3,153,14766.03,19980.34
West,105,Home,Lamp,27,167,14413.77,12350.01
West,101,Apparel,T-Shirt,14,137,9236.54,12176.2
West,117,Apparel,Socks,51,45,3323.25,2896.7
East,130,Electronics,Webcam,29,47,4580.62,6084.21
South,132,Home,Cushion,35,45,3397.95,4452.6
Central,113,Apparel,Socks,15,146,6734.98,6475.78
West,124,Home,Lamp,45,124,6886.96,7328.57
West,116,Electronics,Webcam,24,181,14979.56,16261.16
South,124,Electronics,Webcam,30,96,3308.16,4175.7
Central,100,Electronics,Webcam,17,27,2522.07,3210.75
East,114,Home,Lamp,6,96,6943.68,7846.95
West,117,Home,Mug,23,77,2442.44,3099.37
West,135,Home,Mug,36,58,2260.84,3146.84
West,136,Apparel,T-Shirt,10,193,6718.33,5169.15
North,124,Apparel,Socks,46,125,9118.75,7312.12
South,117,Home,Mug,3,147,14034.09,19533.22
East,140,Electronics,Speaker,39,96,4035.84,3670.0
North,116,Home,Cushion,42,75,8622.0,9869.86
North,101,Apparel,T-Shirt,12,108,7879.68,9900.36
East,125,Home,Lamp,43,119,10786.16,11825.88
Central,111,Electronics,Earbuds,51,159,18286.59,16004.51
North,113,Electronics,Speaker,8,138,6109.26,8321.14
North,119,Home,Lamp,48,45,5306.4,6528.11
South,104,Home,Cushion,34,2,80.12,98.93
South,128,Home,Cushion,38,124,9086.72,7419.52
North,105,Home,Lamp,30,7,800.66,1105.04
North,128,Electronics,Earbuds,13,39,978.51,1242.9
Central,115,Apparel,Jeans,46,140,16613.8,12217.44
South,111,Electronics,Webcam,13,20,2046.2,1643.11
North,135,Home,Towel,12,154,12433.96,10191.34
Central,109,Home,Mug,22,23,555.91,537.61
Central,100,Home,Lamp,20,90,9511.2,9715.93
South,121,Apparel,Jacket,29,166,16980.14,21227.31
South,121,Electronics,Earbuds,6,188,19078.24,17948.5
North,122,Apparel,Socks,39,42,2729.58,2116.56
East,132,Apparel,Socks,1,165,1311.75,1311.02
East,110,Apparel,Socks,7,150,14872.5,20250.29
Central,112,Home,Cushion,45,85,2304.35,2421.19
South,132,Electronics,Charger,51,25,465.0,368.44
South,123,Apparel,Jeans,21,106,6356.82,5314.69
South,137,Home,Mug,17,105,10887.45,13812.27
North,124,Apparel,Socks,17,188,16568.44,20864.01
North,128,Electronics,Speaker,1,105,9489.9,11347.15
Central,125,Electronics,Earbuds,25,136,3589.04,3535.95
North,127,Home,Mug,37,103,3928.42,4002.54
Central,108,Apparel,Socks,32,123,8579.25,9228.7
West,100,Electronics,Speaker,14,38,892.62,1097.84
East,102,Electronics,Speaker,4,82,1275.1,1676.86
Central,108,Apparel,Jacket,15,49,3241.35,3879.43
West,123,Apparel,T-Shirt,41,102,8607.78,11072.85
South,139,Electronics,Speaker,30,193,6608.32,8383.12
South,122,Apparel,T-Shirt,44,138,14462.4,15785.85
North,100,Home,Towel,41,9,139.95,155.31
West,138,Home,Towel,8,129,12276.93,11015.62
West,107,Home,Towel,16,150,13005.0,12645.82
East,133,Electronics,Charger,48,4,302.24,257.82
North,115,Home,Towel,21,149,8570.48,9425.2
East,139,Electronics,Speaker,38,127,13760.45,12675.3
East,122,Home,Mug,44,125,2895.0,3318.85
West,132,Home,Lamp,39,29,972.66,1321.4
North,123,Electronics,Webcam,30,91,1673.49,2342.68
West,140,Apparel,Jeans,9,139,14540.79,17991.84
Central,126,Home,Lamp,40,0,0.0,0.0
East,102,Home,Cushion,6,51,1569.27,1856.52
South,105,Home,Cushion,14,133,10957.87,13835.12
South,121,Home,Lamp,9,85,3978.85,3841.53
South,121,Home,Towel,43,190,7153.5,7376.73
East,118,Home,Mug,3,117,8597.16,9506.54
West,114,Home,Towel,15,47,3478.47,4442.3
Central,126,Home,Cushion,49,189,16261.56,20184.09
Central,104,Home,Lamp,1,116,13149.76,10769.27
South,113,Home,Lamp,33,142,7550.14,6688.58
South,129,Apparel,Jacket,5,114,10126.62,11222.34
West,107,Apparel,T-Shirt,35,49,1011.85,1224.17
South,130,Apparel,Socks,36,88,9700.24,13541.63
East,107,Electronics,Webcam,8,60,3571.8,4040.66
Central,138,Home,Cushion,41,16,1273.76,1700.65
Central,121,Home,Towel,36,109,3418.24,3216.73
West,125,Electronics,Webcam,34,105,3283.35,3743.86
East,100,Home,Towel,49,14,1362.9,1895.61
East,129,Electronics,Charger,34,68,1215.84,912.83
East,124,Home,Towel,8,152,11345.28,13584.54
South,107,Home,Mug,14,129,10098.12,7984.74
North,140,Home,Mug,17,72,5016.24,6201.83
West,109,Home,Cushion,39,56,6132.0,7623.85
Central,114,Electronics,Speaker,39,166,13985.5,12830.1
Central,127,Apparel,Jeans,15,138,16078.38,13745.28
East,112,Home,Cushion,44,147,7000.14,6339.24
Central,106,Electronics,Charger,4,79,1354.85,1446.53
Central,118,Apparel,Jacket,21,31,2553.47,2582.58
East,116,Electronics,Speaker,2,136,4358.8,3137.67
Central,115,Apparel,Jeans,39,23,730.48,732.28
Central,132,Home,Mug,25,196,9321.76,11274.96
South,138,Home,Towel,5,105,7062.3,7538.19
West,133,Apparel,Socks,11,20,1870.6,1721.55
South,140,Apparel,T-Shirt,34,128,2608.64,3436.71
South,112,Apparel,Socks,19,174,7937.88,10623.62
North,102,Electronics,Speaker,1,35,1781.85,2036.96
West,120,Home,Towel,1,41,255.02,275.78
Central,104,Home,Mug,3,168,16349.76,18792.12
West,108,Electronics,Charger,18,121,10965.02,9429.64
Central,129,Electronics,Speaker,48,91,7120.75,8476.86
South,133,Home,Lamp,6,182,2043.86,2511.71
North,132,Apparel,Jeans,14,35,3594.5,3474.1
South,119,Electronics,Earbuds,34,57,3720.39,2636.42
Central,122,Home,Mug,6,120,11587.2,15481.87
Central,136,Home,Mug,50,4,239.8,242.76
South,120,Apparel,T-Shirt,16,123,8889.21,10320.99
North,119,Home,Lamp,18,152,16212.32,21737.82
South,137,Apparel,Jeans,32,188,2099.96,1907.18
South,127,Electronics,Earbuds,37,74,932.4,1052.78
South,128,Electronics,Charger,37,108,11607.84,13136.45
West,129,Electronics,Earbuds,8,180,15287.4,12613.0
Central,138,Electronics,Webcam,25,89,1777.33,1307.69
West,124,Electronics,Charger,18,74,8508.52,7251.93
North,123,Apparel,Socks,35,95,7435.65,8657.46
North,123,Home,Mug,41,133,2380.7,1998.89
South,122,Electronics,Speaker,3,132,2626.8,3466.42
North,129,Home,Towel,32,177,6164.91,6510.8
North,126,Apparel,Jeans,39,86,2666.86,2291.37
Central,109,Home,Towel,19,125,5867.5,5033.5
South,127,Home,Lamp,11,188,17444.52,14601.43
North,118,Electronics,Earbuds,7,94,9865.3,10713.44
West,127,Home,Lamp,30,2,189.06,229.04
South,115,Electronics,Earbuds,22,34,3324.18,3988.49
Central,109,Electronics,Webcam,24,81,2853.63,2466.66
North,119,Apparel,Jeans,3,81,8133.21,9756.48
Central,132,Apparel,Socks,52,40,1699.2,1980.81
North,110,Home,Towel,52,51,2085.39,1597.55
South,136,Apparel,Jacket,9,182,7482.02,10321.26
West,133,Home,Cushion,49,30,405.0,308.34
East,129,Electronics,Webcam,12,131,3421.72,4176.16
West,131,Electronics,Speaker,46,108,6274.8,5287.61
East,121,Home,Cushion,17,173,16652.98,12716.4
East,106,Home,Mug,3,149,11282.28,13048.79
South,120,Apparel,Socks,12,40,268.8,341.93
North,109,Apparel,Socks,39,169,2695.55,3473.39
South,121,Home,Lamp,33,191,22448.23,24451.09
North,124,Home,Cushion,6,42,3260.46,2813.92
South,123,Home,Lamp,47,86,5490.24,6328.31
Central,130,Home,Cushion,5,140,15913.8,21871.81
East,126,Home,Lamp,5,93,2846.73,2988.8
Central,124,Apparel,Jeans,20,130,1475.5,1530.9
West,134,Home,Cushion,36,198,18623.88,21160.8
West,119,Home,Cushion,34,146,1286.26,943.98
East,113,Electronics,Earbuds,9,190,13647.7,17855.2
North,109,Apparel,Jacket,15,49,4132.17,3813.76
East,110,Apparel,T-Shirt,8,68,795.6,1074.15
West,131,Home,Lamp,4,195,10545.6,11675.07
North,101,Home,Mug,43,11,885.83,933.24
South,113,Electronics,Webcam,16,118,1305.08,1488.32
West,122,Electronics,Charger,5,140,12091.8,16684.39
West,132,Electronics,Earbuds,12,36,3503.52,4808.84
North,124,Electronics,Speaker,13,31,3250.66,3068.19
West,104,Home,Lamp,51,110,2977.7,3186.95
West,109,Electronics,Webcam,46,13,707.98,578.58
Central,101,Home,Towel,12,178,1692.78,1278.66
West,126,Apparel,Jacket,16,161,16563.68,12850.51
Central,118,Electronics,Webcam,10,13,780.65,617.02
West,129,Apparel,Jacket,10,3,335.22,246.98
Central,138,Electronics,Speaker,48,58,3609.34,4582.9
West,116,Home,Lamp,4,103,9049.58,9319.91
East,131,Apparel,Socks,36,85,10097.15,13315.37
North,110,Electronics,Webcam,7,54,4708.8,3618.1
North,106,Apparel,Jeans,23,56,2480.8,2976.76
West,123,Home,Cushion,16,38,2306.22,1900.91
Central,109,Home,Lamp,33,190,12999.8,15602.15
East,126,Home,Cushion,36,135,3288.6,4507.26
North,114,Home,Cushion,48,100,9787.0,11081.59
West,114,Apparel,T-Shirt,24,121,2705.56,2822.2
East,109,Apparel,Socks,46,95,6954.95,4974.0
East,119,Electronics,Earbuds,42,137,14095.93,16173.11
Central,127,Apparel,T-Shirt,35,50,2937.5,3759.4
East,125,Home,Towel,2,157,4925.09,5184.88
North,140,Home,Mug,14,182,3208.66,3009.59
Central,136,Apparel,Socks,12,135,3007.8,2765.99
East,127,Home,Towel,18,51,726.24,804.65
South,103,Electronics,Speaker,40,20,529.6,478.75
East,117,Electronics,Earbuds,30,49,1135.33,1534.76
West,117,Electronics,Charger,4,89,7369.2,7226.91
Central,124,Home,Mug,40,70,6075.3,4403.52
Central,116,Home,Lamp,28,5,456.5,480.19
East,107,Apparel,Jacket,36,162,13224.06,15121.58
East,122,Electronics,Webcam,31,196,9472.68,12823.47
South,134,Electronics,Charger,41,53,5428.79,7413.26
North,137,Apparel,Jeans,29,62,1067.64,1485.93
West,130,Home,Lamp,38,140,1281.0,1568.12
South,114,Apparel,Jeans,51,157,14963.67,11390.31
West,110,Apparel,Jacket,16,160,11590.4,15188.02
North,133,Electronics,Webcam,46,10,867.2,968.93
Central,120,Home,Towel,36,81,5715.36,4263.5
Central,106,Electronics,Earbuds,50,128,6492.16,7962.47
Central,123,Home,Cushion,11,186,7082.88,9759.48
South,111,Electronics,Speaker,46,156,4212.0,5639.5
North,103,Apparel,Socks,9,134,11120.66,15308.42
North,109,Apparel,Jeans,42,15,1155.15,1291.19
North,100,Electronics,Charger,32,38,534.28,683.16
East,112,Apparel,T-Shirt,12,155,2638.1,3014.36
North,108,Apparel,Jacket,49,50,4357.5,4701.63
South,101,Home,Towel,49,140,11737.6,14638.44
West,137,Electronics,Webcam,25,102,10128.6,7538.23
Central,121,Electronics,Earbuds,48,199,17139.87,12256.14
Central,131,Electronics,Charger,25,42,513.24,715.91
West,108,Home,Towel,10,180,1213.2,1622.82
South,136,Apparel,Jacket,5,72,6719.04,7484.36
North,103,Home,Lamp,52,197,5671.63,4877.41
Central,138,Home,Mug,13,146,10655.08,9450.12
South,109,Electronics,Webcam,38,27,1456.65,1125.62
Central,129,Home,Mug,36,48,5177.28,3715.44
West,131,Electronics,Webcam,37,129,7577.46,9250.36
South,131,Apparel,T-Shirt,4,51,1418.82,1180.45
West,110,Home,Mug,12,76,5762.32,7856.37
East,134,Home,Cushion,7,120,9117.6,10492.36
North,128,Home,Mug,43,35,2527.35,2507.88
North,119,Electronics,Speaker,12,55,4240.5,4993.91
East,126,Home,Towel,4,150,3561.0,4321.82
West,136,Home,Cushion,28,87,5112.99,6765.68
West,130,Apparel,Socks,27,183,18204.84,23584.71
South,119,Apparel,Socks,47,90,9507.6,12774.64
West,131,Electronics,Earbuds,24,198,3928.32,3861.88
West,128,Apparel,T-Shirt,32,66,3857.7,5320.93
South,119,Home,Mug,5,35,3534.65,3897.3
Central,123,Home,Mug,47,13,1314.56,1535.64
West,103,Apparel,Jeans,31,120,6494.4,7475.53
Central,114,Apparel,Socks,44,131,15619.13,12176.46
South,132,Electronics,Speaker,45,9,320.76,334.48
West,108,Electronics,Webcam,14,95,3709.75,3102.35
East,131,Apparel,Jeans,13,167,11574.77,13012.81
South,138,Electronics,Earbuds,22,98,3946.46,5242.55
Central,116,Apparel,T-Shirt,18,147,12916.89,15564.58
Central,132,Apparel,T-Shirt,34,51,4847.04,3477.56
West,139,Home,Lamp,35,152,17653.28,12452.65
South,125,Home,Cushion,13,157,8983.54,11580.6
West,106,Apparel,Jacket,3,122,4805.58,6200.4
South,110,Apparel,Jacket,38,90,9086.4,10172.98
West,110,Apparel,Jeans,3,138,713.46,578.46
North,131,Apparel,Socks,33,46,318.78,266.28
East,101,Apparel,Jeans,43,61,2418.04,3363.41
South,138,Home,Towel,24,16,1542.24,1821.01
West,114,Home,Cushion,20,179,1881.29,2152.87
North,127,Apparel,Socks,46,97,8508.84,9262.64
South,128,Home,Lamp,39,115,10559.3,7580.18
North,114,Electronics,Charger,42,65,3936.4,3842.18
North,140,Electronics,Speaker,10,3,103.05,114.09
West,118,Electronics,Earbuds,45,95,4125.85,3797.41
West,126,Apparel,Jacket,38,138,2432.94,3287.03
West,122,Apparel,T-Shirt,37,46,1746.16,1253.63
East,124,Electronics,Webcam,28,170,12719.4,16778.5
West,121,Home,Towel,13,136,10900.4,11972.41
Central,110,Apparel,T-Shirt,15,110,9643.7,12920.61
West,123,Electronics,Webcam,19,19,1735.27,2111.01
Central,113,Apparel,Jeans,39,42,4966.92,4285.46
East,136,Apparel,Socks,16,59,1378.24,1210.52
West,102,Electronics,Earbuds,21,196,8200.64,10761.62
North,140,Electronics,Speaker,9,65,3880.5,3731.05
West,104,Apparel,Socks,52,120,13467.6,13201.05
North,107,Apparel,Jacket,30,34,840.14,1137.75
West,115,Home,Lamp,41,130,911.3,1057.44
Central,123,Electronics,Charger,2,124,13320.08,16739.95
South,136,Apparel,Jeans,30,162,17097.48,15461.38
South,102,Home,Cushion,30,147,12774.3,9466.06
West,136,Apparel,Socks,45,30,2291.1,2983.63
Central,104,Electronics,Earbuds,11,121,10949.29,8904.71
East,103,Home,Cushion,20,110,9905.5,11062.13
North,103,Electronics,Webcam,26,64,2068.48,1531.78
East,132,Home,Mug,47,96,8205.12,11272.01
North,102,Apparel,Jeans,27,82,5574.36,6607.05
North,107,Apparel,Socks,39,124,14139.72,16662.46
South,119,Electronics,Speaker,27,69,2902.14,3537.42
Central,139,Apparel,Jeans,18,194,12501.36,17316.86
Central,139,Electronics,Speaker,23,48,5713.92,5918.02
Central,125,Electronics,Speaker,44,133,11376.82,13066.1
Central,132,Home,Mug,11,181,5020.94,5777.07
North,108,Home,Towel,2,117,6540.3,8384.45
East,133,Home,Cushion,6,101,10386.84,13872.63
South,111,Home,Towel,48,49,3220.28,4372.46
North,105,Home,Towel,20,87,5031.21,5028.39
West,119,Home,Lamp,19,170,4901.1,5123.78
East,120,Apparel,Jacket,21,26,1507.22,2094.14
East,100,Home,Cushion,7,137,14419.25,10693.84
East,114,Home,Mug,4,180,7023.6,7085.15
South,116,Electronics,Webcam,16,97,4054.6,3014.72
West,120,Apparel,Jeans,14,91,8676.85,11725.8
West,130,Apparel,Socks,24,154,9249.24,6640.83
Central,115,Apparel,Socks,43,51,5650.8,6383.76
North,119,Home,Cushion,15,148,12695.44,17605.35
Central,116,Home,Towel,38,79,5153.17,5374.45
North,130,Electronics,Webcam,9,147,5943.21,7499.86
South,110,Apparel,Jacket,38,171,1214.1,1009.19
Central,133,Electronics,Charger,22,107,1411.33,1784.28
South,123,Electronics,Webcam,25,39,3016.65,3558.01
East,115,Electronics,Webcam,22,192,18518.4,20700.45
Central,127,Home,Cushion,49,200,17038.0,13665.32
East,102,Apparel,Jacket,41,168,7810.32,6467.81
East,135,Electronics,Charger,6,183,18973.44,23367.14
North,106,Home,Mug,12,151,10761.77,12032.57
South,122,Home,Towel,24,56,5884.48,4231.34
West,117,Apparel,Jacket,13,130,15596.1,21423.01
East,108,Home,Mug,3,188,7583.92,8671.62
North,121,Apparel,T-Shirt,20,121,12565.85,8842.7
North,119,Home,Towel,40,179,12345.63,13971.3
East,116,Home,Lamp,6,170,17061.2,22874.29
West,131,Electronics,Charger,25,187,15923.05,16000.72
West,138,Home,Towel,9,76,3539.32,2851.56
Central,134,Home,Towel,14,8,930.08,1169.38
South,123,Apparel,Socks,52,8,377.92,318.9
East,136,Home,Lamp,4,62,5630.84,3964.61
North,133,Home,Mug,22,198,16907.22,15846.47
Central,109,Home,Towel,44,51,2798.37,2734.24
Central,114,Apparel,Jacket,39,197,21315.4,16582.36
South,126,Electronics,Charger,24,7,771.68,637.11
North,104,Electronics,Speaker,30,73,2944.82,3416.59
South,139,Electronics,Speaker,9,120,5704.8,7221.11
Central,132,Apparel,Jacket,24,106,11856.1,9416.33
Central,127,Home,Cushion,7,15,1079.85,797.61
East,133,Apparel,Jacket,21,40,3286.0,3954.37
North,109,Apparel,T-Shirt,18,170,16263.9,13402.71
North,122,Electronics,Webcam,15,82,4815.86,5817.09
Central,112,Home,Mug,23,87,7272.33,5807.02
Central,105,Home,Towel,6,23,2200.87,2564.98
South,121,Home,Mug,38,74,4569.5,5689.76
South,135,Electronics,Earbuds,49,181,19470.17,17711.55
East,136,Apparel,Jacket,12,75,1718.25,1303.01
North,116,Apparel,Jeans,30,90,4272.3,3190.53
West,123,Apparel,Jacket,19,45,2313.45,2819.15
South,114,Home,Lamp,50,120,6579.6,4917.73
Central,128,Home,Mug,45,97,1397.77,1758.98
North,100,Home,Cushion,12,126,7820.82,8518.35
Central,116,Apparel,Socks,2,100,5675.0,7053.57
West,132,Electronics,Webcam,7,150,3964.5,3166.46
North,103,Apparel,T-Shirt,45,76,6932.72,8736.45
North,120,Apparel,Socks,41,57,6475.77,7053.47
North,120,Electronics,Speaker,11,110,7547.1,8810.04
East,104,Home,Mug,7,18,1243.8,1139.92
West,137,Electronics,Webcam,25,60,5425.2,5343.5
Central,118,Apparel,T-Shirt,18,145,9793.3,8787.24
East,116,Apparel,Jeans,27,15,774.0,683.88
West,123,Electronics,Webcam,36,187,10167.19,7771.58
North,102,Home,Lamp,34,0,0.0,0.0
East,126,Apparel,Socks,6,104,11719.76,8470.77
Central,128,Electronics,Webcam,2,156,16587.48,14623.28
South,113,Home,Towel,26,172,7015.88,6968.52
West,113,Electronics,Charger,33,79,1181.05,1638.24
East,111,Home,Mug,5,75,7941.0,7381.78
North,123,Home,Mug,37,180,6701.4,5635.63
West,130,Apparel,T-Shirt,52,110,9023.3,8228.65
West,137,Apparel,Jacket,13,19,1744.58,1947.68
Central,133,Apparel,Socks,31,86,10022.44,10171.12
North,129,Apparel,T-Shirt,10,90,4613.4,6370.78
West,110,Electronics,Earbuds,25,154,1022.56,752.58
East,102,Electronics,Webcam,23,56,2816.24,3420.31
South,100,Apparel,Jacket,9,179,8457.75,6556.23
West,134,Home,Lamp,20,179,21098.73,19958.85
East,121,Electronics,Charger,47,80,3256.0,3477.29
South,100,Electronics,Earbuds,50,131,2483.76,1982.33
South,102,Home,Lamp,15,81,2341.71,2449.33
East,139,Apparel,T-Shirt,15,191,6560.85,8874.36
East,108,Apparel,T-Shirt,13,116,11444.56,15431.21
Central,136,Apparel,Jacket,8,54,985.5,892.06
West,126,Home,Towel,43,180,3817.8,2703.92
South,109,Apparel,Jeans,45,84,4092.48,5119.88
West,129,Apparel,Jacket,46,185,2752.8,2006.75
Central,128,Apparel,Socks,46,167,16628.19,19373.26
South,105,Apparel,Jacket,6,102,5458.02,7205.63
East,105,Electronics,Earbuds,29,20,407.0,438.22
West,130,Home,Cushion,26,162,11045.16,13700.74
West,135,Apparel,Socks,11,122,1180.96,996.76
North,138,Apparel,Socks,47,159,9646.53,13429.48
South,122,Electronics,Charger,5,37,3278.94,2915.42
Central,107,Home,Mug,13,9,684.72,868.77
Central,107,Electronics,Earbuds,13,102,10569.24,14457.31
North,103,Electronics,Charger,25,104,1019.2,1258.73
North,116,Home,Mug,24,115,13479.15,11802.59
North,124,Home,Lamp,48,171,11392.02,14773.18
North,123,Apparel,T-Shirt,18,177,13666.17,14596.8
Central,124,Home,Mug,3,155,15362.05,11517.71
South,101,Electronics,Webcam,1,58,2383.8,1912.21
Central,134,Apparel,T-Shirt,26,58,5309.9,6267.61
West,112,Home,Towel,29,3,274.05,247.12
East,118,Apparel,Socks,26,101,1875.57,1399.43
North,122,Apparel,Jacket,13,97,7118.83,6049.89
East,129,Home,Mug,36,96,1352.64,1329.39
East,108,Electronics,Charger,32,169,17729.79,20369.24
East,111,Electronics,Charger,6,71,3705.49,2622.8
Central,128,Apparel,Jacket,6,89,5160.22,5962.36
Central,121,Electronics,Speaker,45,56,2751.84,2929.77
North,119,Home,Mug,12,127,4204.97,3680.67
South,104,Electronics,Speaker,27,133,14349.37,19696.22
South,110,Apparel,Socks,4,16,1917.6,1772.89
North,138,Apparel,Socks,44,133,9416.4,7617.76
Central,114,Apparel,Socks,15,88,10498.4,11859.07
South,112,Home,Mug,8,42,3266.76,3214.51
North,114,Home,Towel,48,189,17777.34,12649.16
North,118,Home,Lamp,15,0,0.0,0.0
Central,105,Electronics,Earbuds,41,66,1632.84,1932.41
South,136,Apparel,T-Shirt,29,129,11603.55,11358.0
Central,102,Home,Cushion,45,92,6785.0,8125.66
Central,112,Apparel,Jeans,7,88,4678.96,3929.09
West,122,Home,Lamp,30,83,7826.07,6810.52
South,118,Home,Cushion,41,34,1939.02,1940.1
Central,125,Electronics,Webcam,6,43,3060.31,4002.03
North,105,Apparel,Socks,42,112,5318.88,4307.44
Central,134,Home,Towel,42,39,1632.15,1407.97
South,121,Apparel,T-Shirt,3,95,489.25,381.94
East,129,Electronics,Earbuds,50,127,7727.95,5879.73
East,139,Apparel,Jacket,16,124,5546.52,5580.75
East,118,Home,Mug,30,39,4649.19,4632.25
South,124,Electronics,Speaker,7,175,13273.75,14352.96
North,106,Electronics,Earbuds,22,46,4450.04,4758.64
West,134,Apparel,Socks,13,30,1694.4,2288.08
East,108,Home,Towel,9,199,22017.36,26082.56
Central,112,Home,Towel,43,48,1767.36,2332.78
West,124,Home,Mug,40,153,5162.22,3977.05
East,138,Electronics,Speaker,7,72,3685.68,4839.14
East,113,Apparel,Socks,32,4,155.76,173.08
West,131,Apparel,T-Shirt,19,200,18388.0,16150.48
West,130,Apparel,Socks,29,155,6317.8,8543.43
South,131,Apparel,Socks,51,7,96.11,126.03
West,116,Apparel,Jacket,12,63,830.34,1023.53
Central,112,Electronics,Earbuds,44,199,18449.29,18103.43
Central,101,Home,Cushion,5,91,8582.21,8776.69
South,116,Electronics,Earbuds,20,55,2302.3,1707.53
West,103,Apparel,T-Shirt,10,91,3471.65,2499.65
Central,138,Home,Towel,20,92,3822.6,3387.16
Central,129,Electronics,Charger,40,31,1351.29,1630.77
Central,133,Electronics,Webcam,45,124,6145.44,7832.22
South,104,Apparel,Jeans,38,128,6659.84,4695.36
South,115,Apparel,Socks,8,114,7664.22,6968.3
North,129,Home,Cushion,23,4,443.4,572.76
South,121,Electronics,Webcam,24,37,1628.0,1521.35
East,130,Electronics,Speaker,3,68,1047.2,1115.47
North,115,Home,Lamp,50,56,508.48,632.04
West,134,Home,Cushion,39,18,1230.84,1449.47
West,116,Electronics,Charger,10,151,5528.11,3916.5
West,126,Home,Mug,20,93,6475.59,8752.5
East,117,Electronics,Speaker,50,106,10516.26,14706.46
East,137,Apparel,Jeans,2,66,3249.84,4379.65
East,131,Home,Mug,51,76,6732.08,5150.44
North,103,Electronics,Webcam,45,72,1476.72,1371.26
Central,116,Home,Towel,18,27,1409.94,1351.74
North,128,Apparel,Jeans,27,114,4223.7,3699.54
Central,107,Home,Cushion,46,137,7461.02,8956.78
West,124,Electronics,Charger,49,103,802.37,758.95
Central,100,Apparel,Jeans,11,156,17351.88,16310.78
South,130,Apparel,Jacket,24,194,10761.18,12306.0
Central,102,Electronics,Earbuds,40,111,5999.55,6283.83
North,134,Home,Cushion,2,178,5275.92,6649.94
West,129,Electronics,Earbuds,51,178,9665.4,9939.22
Central,117,Home,Lamp,3,40,4473.6,5651.02
Central,134,Electronics,Speaker,17,109,2069.91,2750.69
South,133,Home,Lamp,2,183,11646.12,15222.6
Central,136,Apparel,Jacket,21,102,11329.14,11853.96
North,122,Electronics,Speaker,20,109,10022.55,11814.88
Central,106,Electronics,Webcam,2,132,13647.48,9951.05
East,111,Apparel,Socks,32,26,416.52,416.49
East,122,Apparel,Jacket,8,5,486.7,351.1
Central,130,Apparel,Socks,26,72,8190.72,7496.38
East,133,Electronics,Earbuds,26,141,16749.39,16438.46
Central,111,Home,Towel,23,141,14421.48,19423.03
South,138,Apparel,T-Shirt,48,193,9831.42,12386.38
Central,110,Apparel,T-Shirt,25,121,9358.14,7145.41
East,125,Apparel,Socks,28,164,11050.32,12798.0
North,108,Apparel,Socks,42,87,10408.68,9197.23
South,116,Home,Mug,34,195,21011.25,17614.06
